proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016917293233082706,0.0,0.0,0.0,0.0,0.0,0.4269662909209728,0.019230768084526062,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.043478260869565216,0.045454545454545456,0.041666666666666664,0.05263157894736842,0.05555555555555555,0.3333333333333333,0.1
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016917293233082706,0.0,0.0,0.0,0.0,0.0,0.4269662909209728,0.019230768084526062,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.043478260869565216,0.045454545454545456,0.041666666666666664,0.05263157894736842,0.05555555555555555,0.3333333333333333,0.1
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016917293233082706,0.0,0.0,0.0,0.0,0.0,0.4269662909209728,0.019230768084526062,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.043478260869565216,0.045454545454545456,0.041666666666666664,0.05263157894736842,0.05555555555555555,0.3333333333333333,0.1
1.0,0.0,2.185810227956009e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016531714209831617,0.05007406094908978,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.4269662909209728,0.019230768084526062,5.74572486149611e-07,4.1496954761935167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.36363636363636365,0.041666666666666664,0.21052631578947367,0.0,0.0,0.0
1.0,0.0,3.701678620262189e-05,0.0041666306480753115,0.00027943744829488,0.1220472440944882,0.11507936507936507,0.0,0.0,0.0,0.005857103307379808,0.08221434363946652,0.008264462809917356,0.005361930294906166,0.0,0.0,0.0,0.0,0.09774436090225563,0.052126200274348417,0.0,0.0,1.8784717195861427e-06,1.4645984920675667e-06,0.4269662909209728,0.019230768084526062,1.5034646720914821e-05,7.586505190311419e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.13636363636363635,0.041666666666666664,0.21052631578947367,0.0,0.0,0.1
1.0,0.0,3.497696330004629e-05,0.0041666306480753115,0.00027943744829488,0.1220472440944882,0.11507936507936507,0.0,0.0,0.0,0.006198684087111331,0.08700900140623506,0.008264462809917356,0.005361930294906166,0.0,0.0,0.0,0.0,0.09774436090225563,0.052126200274348417,0.0,0.0,1.8312885230210919e-06,1.25329403183673e-06,0.4269662909209728,0.019230768084526062,1.4630307294133872e-05,6.5012002196146534e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.045454545454545456,0.08333333333333334,0.21052631578947367,0.0,0.0,0.1
1.0,0.0,2.255804151083603e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016018763191174275,0.04852035057010713,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.4269662909209728,0.019230768084526062,5.426517924746327e-07,4.788110164838673e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956521739135,0.2727272727272727,0.041666666666666664,0.0,0.0,0.0,0.0
1.0,0.0,0.0001030510531075692,0.004512409125094008,0.0002867910653552716,0.1220472440944882,0.11507936507936507,0.0,0.0,0.0,0.0022633076125854025,0.030309228322767445,0.008264462809917356,0.005361930294906166,0.0,0.0,0.0,0.0,0.10714285714285712,0.053497942386831275,0.0,0.0,5.4049180945689795e-06,7.184084010103546e-06,0.4269662909209728,0.019230768084526062,4.302909507387087e-05,3.668755346723017e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.13636363636363635,0.041666666666666664,0.21052631578947367,0.05555555555555555,0.0,0.1
1.0,0.0,9.79514958511302e-05,0.004512409125094008,0.0002867910653552716,0.1220472440944882,0.11507936507936507,0.0,0.0,0.0,0.0023811400371584147,0.031887188535200305,0.008264462809917356,0.005361930294906166,0.0,0.0,0.0,0.0,0.10714285714285712,0.053497942386831275,0.0,0.0,5.0921792889728135e-06,6.91177598655091e-06,0.4269662909209728,0.019230768084526062,4.0528651376228796e-05,3.522986120864669e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.045454545454545456,0.08333333333333334,0.21052631578947367,0.05555555555555555,0.0,0.1
1.0,0.0,2.221807102707343e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016263874356368159,0.04926278512135712,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.4269662909209728,0.019230768084526062,5.74572486149611e-07,4.1496954761935167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.36363636363636365,0.041666666666666664,0.0,0.0,0.0,0.0
1.0,0.6666666666666666,4.199635387655644e-07,0.005895523033168801,0.0,1.0,0.0,0.0,0.0,0.0,0.4745437234896615,0.0,0.0027548209366391185,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.4269662909209728,0.019230768084526062,6.703345671745463e-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.3333333333333333,0.004802363058839232,0.007537970799007617,0.023487452890890707,0.2440944881889764,1.0,0.04,0.02702702702702703,0.5,9.599387835882491e-05,0.0680627943822348,0.030303030303030304,0.032171581769437,1.0,1.0,0.3980835047260269,0.45167472713814677,0.04605263157894737,0.7304526748971193,0.5,0.17601428487793455,0.0033470949464867966,0.005104669696268843,0.43820224702358246,0.038461536169052124,0.0006968548540522045,0.00030549113241997474,0.12055797439182338,0.018857459789240156,0.22164635800125257,0.0,0.5,0.5,0.0,0.08695652173913043,0.045454545454545456,0.041666666666666664,0.0,0.0,0.0,0.0
0.75,0.3333333333333333,0.047803649687134166,0.011376111893915164,0.0002463461715231179,1.0,1.0,0.12,0.002702702702702703,0.5,1.4488249858677233e-05,6.25458418033515e-05,0.03581267217630854,0.00804289544235925,1.0,1.0,0.9081662949226486,0.5744798988378482,0.06484962406015038,0.030864197530864196,0.5,0.0,0.05372224829073179,0.004200685645437255,0.41573033668100834,0.038461536169052124,0.0058599786961290425,0.015138708550926342,0.15478262091513983,0.05187823534849326,0.2373376991621751,0.0,0.5,0.5,0.0,0.17391304347826086,0.045454545454545456,0.041666666666666664,0.0,0.0,0.0,0.0
1.0,0.0,2.201808838956602e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.001641159319557439,0.04971022213174558,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.43820224702358246,0.038461536169052124,5.426517924746327e-07,3.8304881318709387e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956521739135,0.13636363636363635,0.08333333333333334,0.0,0.0,0.0,0.0
1.0,0.0,2.163812137830194e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016699782247407593,0.050583138069257176,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.43820224702358246,0.038461536169052124,3.511276304247623e-07,2.8728660989032036e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956521739135,0.22727272727272724,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.2438051928331583e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.001610442382144424,0.04877981157868346,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.43820224702358246,0.038461536169052124,5.74572486149611e-07,4.4689028205160947e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.0909090909090909,0.0,0.05263157894736842,0.05555555555555555,0.0,0.0
1.0,0.0,2.2818018939595668e-05,0.0008644461925467449,0.00016361797959371264,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0017515855896882673,0.05206232341237478,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.04229323308270677,0.061042524005486966,0.0,0.0,0.0,0.0,0.43820224702358246,0.038461536169052124,5.426517924746327e-07,4.788110164838673e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.3277979005862714e-05,0.0008644461925467449,0.00016361797959371264,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0017169751625102294,0.05103359425091388,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.04229323308270677,0.061042524005486966,0.0,0.0,0.0,0.0,0.43820224702358246,0.038461536169052124,5.74572486149611e-07,4.1496954761935167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.3181818181818182,0.041666666666666664,0.0,0.0,0.0,0.0
1.0,0.0,2.253804324708529e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016032977045919439,0.04856340113658501,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.43820224702358246,0.038461536169052124,5.426517924746327e-07,4.788110164838673e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.13636363636363635,0.08333333333333334,0.0,0.0,0.0,0.0
1.0,0.0,2.1458137004545265e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016839854630425909,0.05100741245654792,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.43820224702358246,0.038461536169052124,3.511276304247623e-07,2.5536587545806256e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.391792344588643e-05,0.0008644461925467449,0.00016361797959371264,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.001671036002166219,0.04966814666894156,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.04229323308270677,0.061042524005486966,0.0,0.0,0.0,0.0,0.43820224702358246,0.038461536169052124,5.426517924746327e-07,4.788110164838673e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.13636363636363635,0.08333333333333334,0.05263157894736842,0.05555555555555555,0.0,0.0
1.0,0.0,2.201808838956602e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.001641159319557439,0.04971022213174558,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.43820224702358246,0.038461536169052124,5.426517924746327e-07,4.1496954761935167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.3181818181818182,0.041666666666666664,0.0,0.0,0.0,0.0
1.0,0.0,2.1158163048284146e-05,0.0008644461925467449,0.00016361797959371264,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0018889972198400736,0.056146605116593196,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.04229323308270677,0.061042524005486966,0.0,0.0,0.0,0.0,0.44943820126354694,0.057692307978868484,5.426517924746327e-07,4.1496954761935167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.2727272727272727,0.0,0.05263157894736842,0.05555555555555555,0.0,0.0
1.0,0.0,2.199809012581528e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016426512873622403,0.049755410626064527,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.44943820126354694,0.057692307978868484,5.74572486149611e-07,4.1496954761935167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.22727272727272724,0.08333333333333334,0.05263157894736842,0.05555555555555555,0.0,0.0
1.0,0.0,2.251804498333455e-05,0.0008644461925467449,0.00016361797959371264,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0017749192588981597,0.05275586720402005,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.04229323308270677,0.061042524005486966,0.0,0.0,0.0,0.0,0.44943820126354694,0.057692307978868484,3.511276304247623e-07,2.5536587545806256e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.36363636363636365,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.033823423450376e-05,0.0008644461925467449,0.00016361797959371264,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0019651516457339963,0.05841013882556219,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.04229323308270677,0.061042524005486966,0.0,0.0,0.0,0.0,0.44943820126354694,0.057692307978868484,3.511276304247623e-07,3.8304881318709387e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.22727272727272724,0.08333333333333334,0.05263157894736842,0.05555555555555555,0.0,0.0
1.0,0.0,2.187810054331083e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.001651660416903254,0.050028293649916296,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.44943820126354694,0.057692307978868484,3.511276304247623e-07,2.8728660989032036e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.3181818181818182,0.0,0.05263157894736842,0.05555555555555555,0.0,0.0
1.0,0.0,2.1838104015809353e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.001654685312364926,0.0501199168940518,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.44943820126354694,0.057692307978868484,5.426517924746327e-07,3.8304881318709387e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.22727272727272724,0.08333333333333334,0.0,0.0,0.0,0.0
1.0,0.0,2.163812137830194e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016699782247407593,0.050583138069257176,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.44943820126354694,0.057692307978868484,5.426517924746327e-07,3.8304881318709387e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956521739135,0.3181818181818182,0.0,0.0,0.0,0.0,0.0
0.75,0.3333333333333333,0.0035034958264923443,0.07021031975864662,0.0002463461715231179,1.0,1.0,0.08,0.002702702702702703,0.0,0.0011853331051097514,0.0008534102789901971,0.03581267217630854,0.00804289544235925,1.0,1.0,0.5837719471528462,0.8365721231170987,0.5216165413533834,0.030864197530864196,0.0,0.0,0.0022155751157656024,0.0002130636743524947,0.44943820126354694,0.057692307978868484,0.0003778673401507423,0.001062545487046566,0.12852803338852808,0.025258827879460162,0.22749979042049048,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.3333333333333333,0.0038116690708912652,0.006898280616523025,0.0002463461715231179,1.0,1.0,0.04,0.002702702702702703,0.5,0.00010916536032541579,0.0007844120800223261,0.024793388429752067,0.00804289544235925,1.0,1.0,0.7005635376165863,0.3383763242429417,0.05263157894736842,0.030864197530864196,0.5,0.0,0.00284995774318669,0.00026555074591495944,0.4606741573661566,0.07692307606339455,0.0005928878779250528,0.0011761386764386676,0.1186843196173997,0.018354825291181365,0.21855937510787182,0.0,0.5,0.5,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.1778109224557124e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016592436696873563,0.05025799053137831,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.4606741573661566,0.07692307606339455,3.511276304247623e-07,2.8728660989032036e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956521739135,0.2727272727272727,0.0,0.15789473684210525,0.05555555555555555,0.0,0.0
1.0,0.0,2.251804498333455e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016047215495945443,0.04860652991993512,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.4606741573661566,0.07692307606339455,5.426517924746327e-07,3.8304881318709387e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.3181818181818182,0.08333333333333334,0.0,0.0,0.0,0.0
1.0,0.0,3.717677231262782e-05,0.0041666306480753115,0.00027943744829488,0.1220472440944882,0.11507936507936507,0.0,0.0,0.0,0.005831898021141798,0.08186054265405908,0.008264462809917356,0.005361930294906166,0.0,0.0,0.0,0.0,0.09774436090225563,0.052126200274348417,0.0,0.0,1.893970684760844e-06,1.5045478861235796e-06,0.4606741573661566,0.07692307606339455,1.5172959086608504e-05,7.788659201470908e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0909090909090909,0.08333333333333334,0.15789473684210525,0.0,0.0,0.1
1.0,0.0,2.303799984085382e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.001568503762123177,0.04750950700009719,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.4606741573661566,0.07692307606339455,3.511276304247623e-07,2.8728660989032036e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.13636363636363635,0.0,0.0,0.0,0.0,0.0
1.0,0.0,9.991132569870284e-05,0.004512409125094008,0.0002867910653552716,0.1220472440944882,0.11507936507936507,0.0,0.0,0.0,0.0023344324883462103,0.03126170124825785,0.008264462809917356,0.005361930294906166,0.0,0.0,0.0,0.0,0.10714285714285712,0.053497942386831275,0.0,0.0,5.25797818211473e-06,7.085289997201294e-06,0.4606741573661566,0.07692307606339455,4.1901241204252864e-05,3.631516617934346e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0909090909090909,0.08333333333333334,0.15789473684210525,0.0,0.0,0.1
1.0,0.0,2.0878187355773774e-05,0.0008644461925467449,0.00016361797959371264,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0019143284854541585,0.056899525943180755,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.04229323308270677,0.061042524005486966,0.0,0.0,0.0,0.0,0.4606741573661566,0.07692307606339455,5.74572486149611e-07,3.51128078754836e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956521739135,0.36363636363636365,0.0,0.15789473684210525,0.05555555555555555,0.0,0.0
1.0,0.0,2.1778109224557124e-05,0.0007434237255902008,0.0001507491497380274,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0016592436696873563,0.05025799053137831,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03571428571428571,0.05624142661179698,0.0,0.0,0.0,0.0,0.4606741573661566,0.07692307606339455,5.74572486149611e-07,4.1496954761935167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956521739135,0.13636363636363635,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.2438051928331583e-05,0.0008644461925467449,0.00016361797959371264,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0017812468885446864,0.05294394228053701,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.04229323308270677,0.061042524005486966,0.0,0.0,0.0,0.0,0.4606741573661566,0.07692307606339455,5.426517924746327e-07,3.8304881318709387e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.4017914764640136e-05,0.0007261348017392657,0.0001489107454729295,0.1220472440944882,0.11507936507936507,0.0,0.0,0.125,0.0014817143456925684,0.04501540559515531,0.0027548209366391185,0.002680965147453083,0.0,0.0,0.0,0.0,0.03477443609022556,0.05555555555555555,0.0,0.0,0.0,0.0,0.4606741573661566,0.07692307606339455,6.064931798245894e-07,5.107317509161251e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.0909090909090909,0.0,0.0,0.0,0.0,0.0
