duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0.0,0.5,0.5166666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4549019607843137,0.0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18627450980392157,0.029411764705882353,1.0,1.0,0.0,0.0,0.17,0.05,0.0,1.0,0.003937007874015748,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.35,0.875,7.859388415402944e-07,0.05040505366595502,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013725490196078431,0.01568627450980392,0.0,0.11,0.0,0.0,1.0,0.0,0.22,0.3543307086614173,1.0,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
0.0,0.0,0.2,0.875,4.715633049241766e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05905511811023622,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.5,0.35,0.875,6.104125002629621e-07,0.0022519229081975844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.00392156862745098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2559055118110236,1.0,1.0,0.0,0.02,0.03,0.0,0.0,0.02,0.0
0.0,0.5,0.35,0.875,8.985900754944032e-07,0.0043064369900271985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01568627450980392,0.01764705882352941,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.6141732283464567,1.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43529411764705883,0.043137254901960784,1.0,1.0,0.0,0.0,0.1,0.05,0.0,1.0,0.08661417322834647,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.7166666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5470588235294118,0.03137254901960784,1.0,1.0,0.0,0.0,0.06,0.05,0.0,0.9330708661417323,0.06299212598425197,0.07,0.06,0.0,0.0,0.99,1.0,0.0,0.0
0.0,0.5,0.35,0.875,6.628084230323149e-07,0.043521334776123764,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013725490196078431,0.01764705882352941,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.33858267716535434,1.0,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
0.134132338165638,1.0,0.6333333333333333,0.875,3.851100323547443e-07,0.00038385049571549733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4843137254901961,0.00196078431372549,1.0,1.0,0.0,0.0,0.01,0.06,0.0,1.0,0.003937007874015748,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0.0
0.012128606286780535,0.5,0.8833333333333333,0.875,1.1448509125103622e-06,0.052719123797268445,0.0,0.0,0.0,0.0,0.0,1.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09448818897637795,0.1,0.05,0.0,0.0,0.53,0.0,0.02,0.16
0.0,0.5,0.7166666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5450980392156862,0.011764705882352941,1.0,1.0,0.0,0.0,0.03,0.06,0.0,1.0,0.047244094488188976,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.35,0.875,5.946937234321561e-07,0.024083876816892346,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784313725490196,0.041176470588235294,0.0,0.0,0.0,0.0,1.0,0.0,0.18,0.16535433070866143,1.0,1.0,0.0,0.02,0.14,0.0,0.0,0.56,0.57
0.0,0.5,0.35,0.875,5.632561697705443e-07,0.03838139385254292,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025490196078431372,0.025490196078431372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.35,0.875,6.313708693707032e-07,0.005118006609539964,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,0.06274509803921569,0.0,0.0,0.03,0.03,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2,0.875,2.0958369107741185e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021568627450980392,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2047244094488189,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0
0.0,0.5,0.26666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10980392156862745,0.029411764705882353,1.0,1.0,0.0,0.0,0.28,0.07,0.0,1.0,0.2283464566929134,0.23,0.04,0.01,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.35,0.875,7.937982299556974e-07,0.0020289240487819144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01568627450980392,0.01568627450980392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.031496062992125984,1.0,1.0,0.0,0.11,0.01,0.0,0.0,0.0,0.0
0.0,0.5,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.31,0.28,0.0,0.0,0.0,0.29,1.0
0.0,1.0,0.16666666666666666,0.875,1.1789082623104417e-07,0.0001645073553066417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.35294117647058826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9803149606299213,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0
2.3922300368403424e-05,1.0,0.7166666666666667,0.875,2.7507859453910305e-07,0.0005373906940016963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.00196078431372549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15748031496062992,0.015748031496062992,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.16666666666666666,0.875,1.1265123395410886e-07,0.0001571959172930132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2372549019607843,0.3941176470588235,0.0,0.0,0.0,0.0,1.0,0.0,0.01,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.85,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.03137254901960784,1.0,1.0,0.0,0.0,0.08,0.06,0.0,1.0,0.06299212598425197,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.35,0.875,8.48813948863518e-07,0.008415465153686427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041176470588235294,0.052941176470588235,0.0,0.0,0.0,0.0,1.0,0.0,0.14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.9666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44509803921568625,0.023529411764705882,1.0,1.0,0.0,0.0,0.06,0.07,0.0,1.0,0.047244094488188976,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09607843137254901,0.0196078431372549,1.0,1.0,0.0,0.0,0.22,0.08,0.0,1.0,0.2440944881889764,0.25,0.02,0.01,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.016666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5117647058823529,0.021568627450980392,1.0,1.0,0.0,0.0,0.05,0.06,0.0,1.0,0.031496062992125984,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0
4.784460073680685e-05,0.5,0.7833333333333333,0.875,4.168095656302028e-06,0.0013599274705349048,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7086614173228346,0.5748031496062992,0.81,0.02,0.01,0.0,0.0,0.0,0.0,0.0
0.2165446629347878,1.0,0.6333333333333333,0.875,3.824902362162766e-07,0.00038385049571549733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.00196078431372549,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.003937007874015748,0.01,0.66,0.99,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.35,0.875,7.597408801556179e-07,0.010989091334483666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.08333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20980392156862746,0.0196078431372549,1.0,1.0,0.0,0.0,0.1,0.08,0.0,1.0,0.03937007874015748,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,0.7166666666666667,0.875,7.335429187709415e-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15490196078431373,0.15490196078431373,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3110236220472441,0.31,0.02,0.31,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.35,0.875,6.680480153092502e-07,0.003147574064867078,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08431372549019608,0.08431372549019608,0.02,0.02,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.3,0.875,8.750119102481944e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.00196078431372549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011811023622047244,0.1456692913385827,1.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0
0.0,0.5,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503921568627451,0.03137254901960784,1.0,1.0,0.0,0.0,0.07,0.05,0.0,1.0,0.015748031496062992,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.35,0.875,7.911784338172297e-07,0.0018205480653935016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01764705882352941,0.01764705882352941,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5118110236220472,1.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
0.0,0.5,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0058823529411764705,0.0,0.0,1.0,1.0,0.07,0.1,0.0,1.0,0.011811023622047244,0.02,0.08,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.7166666666666667,0.875,7.335429187709415e-08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.00196078431372549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.003937007874015748,0.01,0.02,0.01,0.0,0.0,0.0,0.77,0.0
0.0,0.5,0.35,0.875,5.763551504628826e-07,0.005110695171526336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.08039215686274509,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.09842519685039369,1.0,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0
0.0,1.0,0.16666666666666666,0.875,1.1265123395410886e-07,0.00025224461147018394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9606299212598425,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.16666666666666666,0.875,1.1527103009257652e-07,0.0004862106279062966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1411764705882353,0.1450980392156863,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.4763779527559055,0.8307086614173228,0.88,0.02,0.88,0.01,0.0,0.0,0.08,0.0
0.0,0.0,0.2,0.875,2.0958369107741185e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027450980392156862,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.003937007874015748,0.17716535433070868,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0
0.0,0.5,0.95,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2627450980392157,0.01568627450980392,1.0,1.0,0.0,0.0,0.07,0.06,0.0,1.0,0.03937007874015748,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.26666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045098039215686274,0.021568627450980392,1.0,1.0,0.0,0.0,0.5,0.08,0.0,1.0,0.2283464566929134,0.23,0.04,0.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,0.16666666666666666,0.875,1.1265123395410886e-07,0.0001571959172930132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28823529411764703,0.44509803921568625,0.0,0.0,0.0,0.0,1.0,0.0,0.01,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.3,0.875,1.6792893247577624e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.00196078431372549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6850393700787402,0.18503937007874016,0.25,0.02,0.25,0.04,0.0,0.0,0.0,0.0
0.0,0.5,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019607843137255,0.0058823529411764705,0.0,0.0,1.0,1.0,0.02,0.06,0.0,1.0,0.011811023622047244,0.02,0.08,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.5,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3411764705882353,0.0,0.1,0.0,0.89,1.0,0.01,1.0,0.0,1.0,0.0,0.0,0.84,0.0,0.0,0.07,0.0,0.62,1.0
0.0,0.5,0.35,0.875,8.121368029249709e-07,0.010214078905039043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0058823529411764705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1215686274509804,0.01764705882352941,0.0,0.0,1.0,1.0,0.16,0.08,0.0,1.0,0.03543307086614173,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.5,0.7833333333333333,0.875,1.823378112373483e-06,0.0012173544292691486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4251968503937008,0.5196850393700787,0.39,0.04,0.01,0.02,0.0,0.0,0.0,0.0
0.0,0.5,0.5333333333333333,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9251968503937008,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.58,1.0
0.0,0.5,0.35,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03529411764705882,1.0,1.0,0.0,0.0,0.37,0.08,0.0,1.0,0.25984251968503935,0.26,0.02,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24313725490196078,0.011764705882352941,0.0,0.0,1.0,1.0,0.06,0.06,0.0,1.0,0.01968503937007874,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.5,0.85,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32745098039215687,0.0392156862745098,1.0,1.0,0.0,0.0,0.12,0.06,0.0,1.0,0.07874015748031496,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.5,0.35,0.875,5.789749466013502e-07,0.010521159301611441,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07874015748031496,0.22440944881889763,1.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0
